Heure;Source;IP_Source;Port_Source;Destination;IP_Dest;Port_Dest;Flags;Protocole
11:42:06;190-0-175-100.gba.solunet.com.ar.2501;190-0-175-100.gba.solunet.com.ar;2501;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2502;190-0-175-100.gba.solunet.com.ar;2502;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2503;190-0-175-100.gba.solunet.com.ar;2503;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2504;190-0-175-100.gba.solunet.com.ar;2504;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2505;190-0-175-100.gba.solunet.com.ar;2505;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2506;190-0-175-100.gba.solunet.com.ar;2506;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2507;190-0-175-100.gba.solunet.com.ar;2507;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2508;190-0-175-100.gba.solunet.com.ar;2508;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2509;190-0-175-100.gba.solunet.com.ar;2509;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2510;190-0-175-100.gba.solunet.com.ar;2510;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2511;190-0-175-100.gba.solunet.com.ar;2511;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2512;190-0-175-100.gba.solunet.com.ar;2512;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2513;190-0-175-100.gba.solunet.com.ar;2513;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2514;190-0-175-100.gba.solunet.com.ar;2514;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2515;190-0-175-100.gba.solunet.com.ar;2515;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2516;190-0-175-100.gba.solunet.com.ar;2516;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2517;190-0-175-100.gba.solunet.com.ar;2517;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2518;190-0-175-100.gba.solunet.com.ar;2518;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2519;190-0-175-100.gba.solunet.com.ar;2519;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2520;190-0-175-100.gba.solunet.com.ar;2520;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2521;190-0-175-100.gba.solunet.com.ar;2521;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2522;190-0-175-100.gba.solunet.com.ar;2522;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2523;190-0-175-100.gba.solunet.com.ar;2523;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2524;190-0-175-100.gba.solunet.com.ar;2524;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2525;190-0-175-100.gba.solunet.com.ar;2525;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2526;190-0-175-100.gba.solunet.com.ar;2526;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2527;190-0-175-100.gba.solunet.com.ar;2527;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2528;190-0-175-100.gba.solunet.com.ar;2528;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2529;190-0-175-100.gba.solunet.com.ar;2529;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2530;190-0-175-100.gba.solunet.com.ar;2530;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2531;190-0-175-100.gba.solunet.com.ar;2531;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2532;190-0-175-100.gba.solunet.com.ar;2532;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2533;190-0-175-100.gba.solunet.com.ar;2533;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2534;190-0-175-100.gba.solunet.com.ar;2534;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2535;190-0-175-100.gba.solunet.com.ar;2535;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2536;190-0-175-100.gba.solunet.com.ar;2536;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2537;190-0-175-100.gba.solunet.com.ar;2537;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2538;190-0-175-100.gba.solunet.com.ar;2538;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2539;190-0-175-100.gba.solunet.com.ar;2539;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2540;190-0-175-100.gba.solunet.com.ar;2540;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2541;190-0-175-100.gba.solunet.com.ar;2541;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2542;190-0-175-100.gba.solunet.com.ar;2542;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2543;190-0-175-100.gba.solunet.com.ar;2543;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2544;190-0-175-100.gba.solunet.com.ar;2544;184.107.43.74.http;184.107.43.74;http;S;TCP
11:42:06;190-0-175-100.gba.solunet.com.ar.2545;190-0-175-100.gba.solunet.com.ar;2545;184.107.43.74.http;184.107.43.74;http;S;TCP
